"","X.1","X","CodigoMateria","AnoMateria","DescricaoIdentificacaoMateria","IndicadorTramitando","EmentaMateria","ExplicacaoEmentaMateria","IndexacaoMateria","Autor","DataApresentacao","DataLeitura","CodigoNatureza","NomeNatureza","DescricaoNatureza","Codigo_especifico","Descricao_especifica","Codigo_geral","Descricao_geral","NaturezaMateria","ApelidoMateria","ObservacaoMateria","CodMateriaSucessoraNoSenado","CodigoClasseConcat","DescricaoClasseConcat","DescricaoClasseHiearConcat","amostra_meioamb","Subtemas","TipoIniciativa","IndexacaoAjustada2","TipoConteudo"
"155",3397,3397,125968,2016,"PLS 222/2016","Não","Institui a Política de Desenvolvimento Sustentável da Caatinga.","Institui a Política de Desenvolvimento Sustentável da Caatinga, com vistas à preservação do meio ambiente, à erradicação da pobreza e à redução das desigualdades sociais no território desse bioma","CRIAÇÃO, LEI FEDERAL, POLITICA, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE, BIOMA, REGIÃO NORDESTE, MINAS GERAIS (MG), ATIVIDADE AGROPECUARIA, PRESERVAÇÃO, MEIO AMBIENTE, ERRADICAÇÃO, POBREZA, REDUÇÃO, DESIGUALDADE SOCIAL.","Senador Garibaldi Alves Filho (MDB/RN)","2016-05-31","2016-05-31",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, POLITICA, DESENVOLVIMENTO SU","Criação"
"156",3398,3398,125966,2016,"PLS 224/2016","Não","Altera a Lei nº 12.334, de 20 de setembro de 2010, para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB), e a Lei nº 9.433, de 8 de janeiro de 1997, para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH) no exercício de sua atribuição de zelar pela implementação da PNSB.","Aperfeiçoa a Lei nº 12.334, de 2010 para conferir-lhe maior efetividade atualizando a denominação de órgãos e de conceitos básicos e explicitando a responsabilidade civil objetiva do empreendedor, para agilizar o pagamento da reparação de danos a terceiros e ao meio ambiente; modifica, também, a Lei nº 9.433, de 1997, com o objetivo de dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH) para o exercício de sua atribuição legal de zelar pela implementação da Política Nacional de Segurança de Barragens (PNSB).","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, SEGURANÇA, BARRAGEM, PREVENÇÃO, ACIDENTE, DESASTRE, RESPONSABILIDADE CIVIL, DANOS, FISCALIZAÇÃO, INFRAÇÃO, NATUREZA ADMINISTRATIVA, DEFINIÇÃO, TIPICIDADE, CRIME, DIREITO PENAL. ALTERAÇÃO, LEI DE RECURSOS HIDRICOS, COMPETENCIA, CONSELHO NACIONAL, RECURSOS HIDRICOS.","Senador Ricardo Ferraço (PSDB/ES)","2016-05-31","2016-05-31",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, SEGURAN","Alteração"
"157",3413,3413,126668,2016,"PLS 313/2016","Não","Autoriza a concessão de desconto do saldo devedor e ampliação do prazo de pagamento de operações de crédito rural contratadas no âmbito do Fundo de Terras e da Reforma Agrária e do Programa Nacional de Crédito Fundiário.","Autoriza a renegociação das operações de crédito rural contratadas até 31 de dezembro de 2015 no âmbito do Fundo de Terras e da Reforma Agrária e do Programa Nacional de Crédito Fundiário, nas condições que especifica.","CRIAÇÃO, LEI FEDERAL, AUTORIZAÇÃO, DESCONTO, SALDO DEVEDOR, AMPLIAÇÃO, PRAZO, PAGAMENTO, OPERAÇÃO, RENEGOCIAÇÃO, CREDITO RURAL, FUNDO FINANCEIRO, REFORMA AGRARIA, CREDITO AGRICOLA.","Senador Cidinho Santos (PL/MT)","2016-08-11","2016-08-11",11,"NORMA_GERAL","Norma Geral",115,"Política fundiária e reforma agrária",82,"Econômico",NA,"","",NA,"33805077","Política Fundiária e Reforma Agrária","Economia e Desenvolvimento / Política Fundiária e Reforma Agrária",1,"Política Fundiária e Reforma Agrária","Individual","CRIAÇÃO, LEI FEDERAL, AUTORIZAÇÃO, DESCONTO, SALDO","Criação"
"158",3459,3459,125507,2016,"PLS 165/2016","Não","Acrescenta os arts. 28-A, 69-B e 76-A à Lei nº 9.605, de 12 de fevereiro de 1998.","Faculta ao órgão ambiental licenciador, nos crimes contra o meio ambiente, celebrar Termo de Compromisso de Cessação – TCC com os agentes responsáveis, pessoas físicas ou jurídicas, que estabelecerá prazos razoáveis e metas progressivas para fazer cessar a infração ambiental constatada; o TCC contemplará cláusula de reparação do dano ambiental, ou, comprovada a impossibilidade de fazê-lo, estipulará composição ambiental substitutiva.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, CRIME, MEIO AMBIENTE, SERVIÇOS PUBLICOS, ABASTECIMENTO DE AGUA, ESGOTO, POSSIBILIDADE, CELEBRAÇÃO, RESPONSAVEL, TERMO, COMPROMISSO, CESSAÇÃO, CONDUTA, INFRAÇÃO, REPARAÇÃO, DANOS. CRIME CONTRA A ADMINISTRAÇÃO PUBLICA, MEIO AMBIENTE, AUSENCIA, PRISÃO EM FLAGRANTE, EXIGENCIA, FIANÇA.","Senador José Serra (PSDB/SP)","2016-04-12","2016-04-12",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"159",3563,3563,131097,2017,"PLS 376/2017","Sim","Dispõe sobre incentivos fiscais e econômicos aos produtores rurais da Amazônia Legal para a preservação, conservação e recuperação de cobertura florestal.","Dispõe sobre a concessão de incentivos fiscais e econômicos a pessoas físicas e jurídicas, produtores rurais da Amazônia Legal, que promovam a preservação, a conservação ou a recuperação da cobertura florestal em seus imóveis rurais.","CRIAÇÃO, LEI FEDERAL, INCENTIVO FISCAL, PRODUTOR RURAL, AMAZONIA LEGAL, PRESERVAÇÃO, RECUPERAÇÃO, COBERTURA, FLORESTA.","Senador Acir Gurgacz (PDT/RO)","2017-10-03","2017-10-03",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, INCENTIVO FISCAL, PRODUTOR R","Criação"
"160",3634,3634,131907,2017,"PLS 496/2017","Não","Altera os arts. 66, 67, 68 e 69-A da Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente.","Altera a Lei de Infrações Ambientais para ampliar as condutas previstas no art. 66 e para reduzir as sanções penais dos artigos 67 a 69-A.","ALTERAÇÃO, LEI FEDERAL, CRIME CONTRA O MEIO AMBIENTE, AGENTE, RESPONSAVEL, APRESENTAÇÃO, ESTUDO TECNICO, FUNCIONARIO PUBLICO, FALSIDADE, OMISSÃO, LICENÇA AMBIENTAL.","Senador Sérgio de Castro (PDT/ES)","2017-12-12","2017-12-12",11,"NORMA_GERAL","Norma Geral",130,"Direito penal e processual penal",83,"Jurídico",NA,"","",NA,"33809799","Crimes e Infrações Ambientais","Meio Ambiente / Crimes e Infrações Ambientais",1,"Crimes e Infrações Ambientais","Individual","ALTERAÇÃO, LEI FEDERAL, CRIME CONTRA O MEIO AMBIEN","Alteração"
"161",3646,3646,128432,2017,"PLS 67/2017","Não","Institui normas gerais para a revitalização da bacia hidrográfica do rio Parnaíba.","Institui normas gerais para a revitalização da bacia hidrográfica do rio Parnaíba","CRIAÇÃO, LEI FEDERAL, RECUPERAÇÃO, RESTAURAÇÃO, BACIA, RIO PARNAIBA, RECURSOS HIDRICOS, ABASTECIMENTO DE AGUA.","Senador Elmano Férrer (MDB/PI)","2017-03-22","2017-03-22",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","CRIAÇÃO, LEI FEDERAL, RECUPERAÇÃO, RESTAURAÇÃO, BA","Criação"
"162",3658,3658,129058,2017,"PLS 131/2017","Não","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para aumentar o valor mínimo das multas administrativas para infrações contra o meio ambiente, tipificar crimes contra a vegetação nativa não localizada em áreas protegidas e revogar a prevalência de multas administrativas ambientais dos estados, municípios, Distrito Federal e territórios sobre as multas da União.","Dispõe que o valor da multa para infração ambiental terá valor mínimo de R$ 500,00; imputa pena de detenção, de três meses a um ano, ou multa, ou ambas as penas cumulativamente, para quem cortar, suprimir ou destruir árvores de espécies nativas, sem autorização prévia do órgão ou entidade ambiental competente; imputa pena de detenção de seis meses a dois anos e multa para quem desmatar, explorar ou degradar floresta ou qualquer tipo de vegetação nativa, em terras de domínio privado, localizada fora de área de reserva legal, sem autorização prévia do órgão ou entidade ambiental competente ou em desacordo com a concedida.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, AUMENTO, VALORES , MULTA, INFRAÇÃO, RELAÇÃO, MEIO AMBIENTE, TIPIFICAÇÃO, CRIME, DESMATAMENTO, VEGETAÇÃO NATIVA, REVOGAÇÃO, PENA CRIME CONTRA O MEIO AMBIENTE, ESTADOS, MUNICIPIOS, DISTRITO FEDERAL (DF), TERRITORIO, REFERENCIA, UNIÃO FEDERAL.","Senador Raimundo Lira (MDB/PB)","2017-05-02","2017-05-02",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"163",3773,3773,128399,2017,"PLS 63/2017","Não","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para agravar a pena para quem extrair recursos minerais sem a competente autorização, permissão, concessão ou licença, ou em desacordo com a obtida.","Altera a Lei nº 9.605, de 1998, para estabelecer pena de reclusão de um a cinco anos, e multa, para o crime de pesqusa, lavra e extração de recursos minerais sem a competente autorização, permissão, concessão ou licença, nos termos que especifica.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, PROCESSO ADMINISTRATIVO, LEGISLAÇÃO PROCESSUAL, ALTERAÇÃO, PENA, AUSENCIA, AUTORIZAÇÃO, PERMISSÃO, CONCESSÃO, LICENÇA, DESOBEDIENCIA.","Senador Davi Alcolumbre (DEM/AP)","2017-03-21","2017-03-21",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"164",3774,3774,128425,2017,"PLS 65/2017","Não","Altera a Lei nº 9.433, de 8 de janeiro de 1997, para incluir a segurança hídrica no âmbito da Política Nacional de Recursos Hídricos.","Altera a Política Nacional de Recursos Hidricos para dispor sobre os Planos de Segurança Hídrica.","ALTERAÇÃO, LEI FEDERAL, LEI DE RECURSOS HIDRICOS, POLITICA NACIONAL, RECURSOS HIDRICOS, PLANEJAMENTO, SEGURANÇA, GARANTIA, ABASTECIMENTO DE AGUA, RACIONAMENTO.","Senadora Lídice da Mata (PSB/BA)","2017-03-22","2017-03-22",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE RECURSOS HIDRICOS, ","Alteração"
"165",3775,3775,128429,2017,"PLS 66/2017","Não","Altera a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar o controle social na prestação dos serviços de abastecimento de água potável.","Altera a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar o controle social na prestação dos serviços de abastecimento de água potável, por meio da obrigatoriedade de publicidade de informações conferidas ao prestador desse serviço.","ALTERAÇÃO, LEI FEDERAL, LEI DE SANEAMENTO BASICO, AUMENTO, CONTROLE, NATUREZA SOCIAL, ACESSO, INFORMAÇÕES, INFORMAÇÃO, VOLUME, CAPACIDADE, RESERVATORIO, CONSUMO, CAPACIDADE, OBRAS, EXPANSÃO.","Senadora Lídice da Mata (PSB/BA)","2017-03-22","2017-03-22",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE SANEAMENTO BASICO, ","Alteração"
"166",3782,3782,129298,2017,"PLS 159/2017","Não","Altera a Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação e dá outras providências, para estabelecer direitos e salvaguardas à natureza entre os princípios e objetivos da Política Nacional do Meio Ambiente.","Altera a Política Nacional do Meio Ambiente (Lei 6.938/1981) para reconhecer a dignidade da Natureza e do seu direito à existência, à manutenção, à regeneração dos seus ciclos vitais e à restauração em caso de dano decorrente de ação antrópica.","ALTERAÇÃO, LEI FEDERAL, NORMAS, POLITICA NACIONAL, MEIO AMBIENTE, ESTABELECIMENTO, DIREITOS, SALVAGUARDA, NATUREZA, PRINCIPIOS, OBJETIVO.","Senador Telmário Mota (PTB/RR)","2017-05-29","2017-05-29",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, NORMAS, POLITICA NACIONAL,","Alteração"
"167",3795,3795,130192,2017,"PLS 243/2017","Não","Altera a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para determinar que os fabricantes de produtos industrializados utilizem plásticos biodegradáveis como insumo.","Altera a Lei da Política Nacional de Resíduos Sólidos (Lei 12305/2010) para determinar que os fabricantes industriais utilizem plásticos biodegradáveis como insumo e proibir a adição de metais pesados na fabricação de plásticos oxi-biodegradáveis.","ALTERAÇÃO, LEI FEDERAL, CRIAÇÃO, POLITICA NACIONAL , RESIDUO, DETERMINAÇÃO, FABRICANTE, PRODUTO INDUSTRIALIZADO, UTILIZAÇÃO, PLÁSTICO, PRODUTO BIODEGRADAVEL, INSUMO.","Senadora Rose de Freitas (MDB/ES)","2017-08-01","2017-08-01",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, CRIAÇÃO, POLITICA NACIONAL","Alteração"
"168",3810,3810,131136,2017,"PLS 381/2017","Não","Dispõe sobre a regularização ambiental de imóveis com área de até 1 (um) módulo fiscal e para lotes de assentamentos da reforma agrária.","Inclui dispositivo que regulamente a compensação ambiental para lotes de assentamentos rurais e áreas de até 1 (um) módulo fiscal.","ALTERAÇÃO, LEI FEDERAL, REGULARIZAÇÃO, IMOVEL, LOTE,  ASSENTAMENTO RURAL, REFORMA AGRARIA, PRESERVAÇÃO, MEIO AMBIENTE.","Senador Cidinho Santos (PL/MT)","2017-10-05","2017-10-05",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, REGULARIZAÇÃO, IMOVEL, LOT","Criação"
"169",3815,3815,131523,2017,"PLS 436/2017","Não","Dispõe sobre os registros imobiliários com origem em títulos de alienação ou de concessão de terras devolutas expedidos pelo Estado do Tocantins, referentes a imóveis rurais situados na faixa de 100 quilômetros de largura em cada lado do eixo das rodovias federais e dá outras providencias.","Objetiva convalidar as alienações de terras de domínio da União realizadas pelo Estado do Tocantins, por meio do Instituto de Terras do Tocantins – ITERTINS, na Faixa de 100 quilômetros de largura de cada lado do eixo das rodovias federais que cortam o território tocantinense, visando à solução definitiva de questão fundiária que afeta expressivo contingente de produtores rurais.","CRIAÇÃO, LEI FEDERAL, CRITERIOS, RATIFICAÇÃO, REGISTRO DE IMOVEIS, ORIGEM, TITULO, ALIENAÇÃO, CONCESSÃO, TERRA DEVOLUTA, IMOVEL RURAL, TERRA PUBLICA, PROXIMIDADE, RODOVIA, ESTADO DO TOCANTINS (TO).","Senador Vicentinho Alves (PL/TO)","2017-11-08","2017-11-08",11,"NORMA_GERAL","Norma Geral",115,"Política fundiária e reforma agrária",82,"Econômico",NA,"","",NA,"33805077","Política Fundiária e Reforma Agrária","Economia e Desenvolvimento / Política Fundiária e Reforma Agrária",1,"Política Fundiária e Reforma Agrária","Individual","CRIAÇÃO, LEI FEDERAL, CRITERIOS, RATIFICAÇÃO, REGI","Criação"
"170",3820,3820,131656,2017,"PLS 454/2017","Não","Altera a Lei nº 8.723, de 28 de outubro de 1993, que dispõe sobre a redução de emissão de poluentes por veículos automotores e dá outras providências, para dispor sobre a vedação a comercialização e a circulação de automóveis movidos a combustíveis fósseis.","Altera a Lei de Redução da Emissão de Poluentes para vedar a comercialização de veículos movidos a combustão no País a partir de 2060.","ALTERAÇÃO, LEI FEDERAL, PROIBIÇÃO, COMERCIALIZAÇÃO, CIRCULAÇÃO, VEICULOS, MOTOR, COMBUSTIVEL FOSSIL, REDUÇÃO, POLUIÇÃO.","Senador Telmário Mota (PTB/RR)","2017-11-21","2017-11-21",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, PROIBIÇÃO, COMERCIALIZAÇÃO","Alteração"
"171",3883,3883,131332,2017,"PLS 403/2017","Não","Institui o Programa de Restauração de Áreas Degradadas na Amazônia – Restaura Amazônia.","Institui o Programa de Restauração de Áreas Degradadas na Amazônia, que estabelece incentivos para a restauração ambiental de áreas degradadas ou em vias de degradação na Amazônia Legal.","CRIAÇÃO, LEI FEDERAL, PROGRAMA, RESTAURAÇÃO, MEIO AMBIENTE, AREAS, REGIÃO AMAZONICA, REDUÇÃO, DESMATAMENTO, AUMENTO, PRODUTIVIDADE, AGRICULTURA.","Senador Acir Gurgacz (PDT/RO)","2017-10-24","2017-10-24",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, PROGRAMA, RESTAURAÇÃO, MEIO ","Criação"
"172",3935,3935,130848,2017,"PLS 328/2017","Não","Altera a Lei nº 12.305, de 2 de agosto de 2010, que “institui a Política Nacional de Resíduos Sólidos; altera a Lei nº 9.605, de 12 de fevereiro de 1998; e dá outras providências”, para incluir como conteúdo obrigatório do Plano Nacional de Resíduos Sólidos a instituição do programa nacional de aproveitamento de resíduos sólidos.","Altera a Lei da Política Nacional de Resíduos Sólidos (Lei 12.305/2010) para obrigar a instituição de programa nacional de aproveitamento de resíduos sólidos no Plano Nacional.","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RESIDUO, INCLUSÃO, CONTEUDO, OBRIGATORIEDADE, PLANO NACIONAL, CRIAÇÃO, PROGRAMA NACIONAL, APROVEITAMENTO, LIXO.","Senadora Rose de Freitas (MDB/ES)","2017-09-14","2017-09-14",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RESIDUO","Alteração"
"173",3939,3939,131072,2017,"PLS 369/2017","Não","Altera o § 1º do art. 4º da Lei no 7.827, de 27 de setembro de 1989, para destinar recursos dos Fundos Constitucionais de Financiamento a ações de revitalização de bacias hidrográficas localizadas nas áreas de atuação das Superintendências de Desenvolvimento Regional.","Altera a Lei dos Fundos Constitucionais, para estabelecer que os Fundos Constitucionais de Financiamento do Norte, Nordeste e Centro-Oeste (FNO, FNE e FCO) poderão financiar empreendimentos de preservação ambiental.","ALTERAÇÃO, LEI FEDERAL, LEI DOS FUNDOS CONSTITUCIONAIS, DESTINAÇÃO, RECURSOS, REVIGORAÇÃO, BACIA HIDROGRAFICA.","Senador José Pimentel (PT/CE)","2017-10-03","2017-10-03",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DOS FUNDOS CONSTITUCIO","Alteração"
